likes,age,themes,has_question,text
0,3 years ago,,0,"I would like to see you sell you own multivitamin. To clear any doubts you should just make the finances public. As long as the majority of profits is spent on research, I don't see your reputation taking a hit in anyones eyes."
0,3 years ago,,0,"The owner of this video and the commenters do not understand the new understanding of how aging works, it has nothing to do or very little to do with what you eat or inject. chemicals are in the middle of the road of the aging process not the foundation start"
0,3 years ago,,1,Why are you talking that fast on that complex issues?
0,3 years ago,,0,This bitter one man war of your's is just sad. You know it yourself too.
0,3 years ago,placebo|evidence_studies,1,Mice and placebo?.. Hm.
0,3 years ago,,0,"Oh man, those quick zooms have to go. Also, you can save yourself half a mil by just waiting until you make your ""Rapamycin Debunked"" video in a year or two.... ;-)"
0,3 years ago,,0,Nmn is just vitamin B
0,3 years ago,price_value,1,So. Don’t spend $60 on that supplement that sounds too good to be true? Got it. Sticking with creatine and fish oil.
0,2 years ago,,1,Triggered?
0,3 years ago,,0,what does real NMN taste like
0,3 years ago,,1,Isn't he a rapper?...🤔
0,2 years ago,,0,SKA-LEE-TIL heh
0,3 years ago,,0,"To be clear; you are a medical doctor, not a scientist."
0,3 years ago,,0,Nix- nada- nothing..I'm better served with my med.mushrooms like Cordyceps milit...and OM's...😁🤩🤭😏
0,2 years ago,dose|fda_ban,1,Why on earth would this “smart” guy presume that the dose given by the FDA would be optimal?  That seems to be a very ignorant presumption.  I have a form of Lyme disease (babesia) and NMN seems to be hugely helpful.  Never presume a government agency’s motives are not suspect.
0,2 years ago,form_absorption,1,"Fail to understand when nmn is not absorbed, why you in the last recommended to buy nmn with reliable sources? Number 2 when nmn had no advantage why another company claim in total rights of a useless supplement, please comment"
0,3 years ago,,1,Thanks for another great summary thank you for your hard work and sharing. What do you think about testing NMN levels before starting supplements? Testing kits seem to be very expansive...
0,3 years ago,,0,Me and my savings thank you
0,3 years ago,nmn_vs_nr_nad,1,"You mentioned that tests  NR effects on muscle NAD+ show that NR doesn't get to the muscle cells but over a lengthy period of time, if you are taking NR and/or NMN for years. Doesn't the NAD+ rich blood eventually have a benifefitial effect of at least maintaining muscle cells as you get older and instead or reversing aging, instead slows it down?"
0,1 year ago,authority_trust|benefit_recovery,0,My estimate is that if I would have followed Dr. Brad Stanfield consistent negativity on non Pharma drugs I would have been dead about 30 years ago. I have been forced by traditional western medicine to develop breakthrough natural formulations that have run circles around traditional doctors. He seems to be fully indoctrinated beyond any hope.
0,9 months ago,,0,NMN pub med
0,3 years ago,authority_trust,0,Dude.  You hate David Sinclair.  It's plain to see.  Get over it.
0,3 years ago,authority_trust,0,You hate sinclair huh😂
0,3 years ago,,0,What is not said... is that you live an unhealthy lifestyle... no supplement will be able to help you.
0,3 years ago,,1,"Why do you repeat the subject in your sentences when you speak? You will say, “The members of this group, they will …” It should be “The members of this group will…” Is this an Aussi thing?"
0,3 years ago,,0,Is this man made or does it occur in nature
0,3 years ago,just_take_niacin|dose,0,I take 1500 mg b3 daily.  Love the flush.  Makes big difference in blood markers
0,3 years ago,authority_trust,0,So far it is a scam.
0,3 years ago,,0,All of this bio hacking.   Yet the average life span continues to decline.   Now at 76 for male in USA.
0,3 years ago,nmn_vs_nr_nad|evidence_studies,0,"professor D.Sinclar said that his studies show that NMN works much better than NR( which you mentioned works average or not at all),  and it has to be taken with resveratrol, AKG (aplha kefoglutarate), and metformin."
0,2 years ago,safety_side_fx,1,This video is very misleading. The thousands of people (myself included) who use MNM know it's astounding benefits. There are no known side effects. We know MNM raises blood NAD levels significantly.. Does it matter if the body stores it in the muscles or not? Do you even know if young people have high NAD levels in their MUSCLES rather than blood? What matters is it works.
0,3 years ago,,0,I still think that Rapamycin (mtor suppressor) combined with extracts of Cordyceps Sinensis (growth and regeneration that bypasses mtor) could be the big thing we are all waiting for.
0,3 years ago,just_take_niacin|dose,0,"In addition to the companies mentioned at the end of the video for Niacin (Nicotinic Acid), I can attest to the fact that I sourced my 500mg Niacin from Nootropics and it gave me a massive flush, so it must have a fair amount of Niacin in it."
0,3 years ago,,0,You think that you are clever because you are reading the scientist article. People who have reviewed this with own personal experience should be the measuring in conjuction with science to back it up.
0,3 years ago,,0,INIMIN
0,3 years ago,just_take_niacin|dose,0,"I'd like to see you do a video on the potential diabetic promoting effects of higher dose B3. B3 will suppress free fatty acid levels (a good thing) soon after ingestion but about 1-2 hours later, there will be an elevated free fatty acid rebound effect that might last 4-6 hours which could promote much higher blood glucose levels if you're eating during that window. Some people quickly end up in diabetic territory if they continue this regimen."
0,3 years ago,,0,NMN is not the real slim shady. Please sit down🙃
0,1 year ago,,0,Did I watch an AI video 💀😂
0,3 years ago,dose,1,"I just started NMN 240 MG a day sub lingual in the a.m, it completely and utterly knocks me out to where i cant function. Anyone else having these experiences?"
0,3 years ago,,0,"Ρε άνθρωπε κόψε λίγο ,μην τρέχεις τόσο πολύ, δεν μπορούμε να σε παρακολουθήσουμε από το τόσο τρέξιμο"
0,3 years ago,authority_trust,0,"I have been told that NMN should not be taken with synthroid (hypothyroidism). Dr. Stanfield, please let me know your thoughts. Thanks."
0,3 years ago,just_take_niacin|dose,1,I believe your supplement stack page says 100MG of Nicotinic Acid.  Would you recommend 50MG or 100MG? Thanks.
0,3 years ago,just_take_niacin,1,Considering the end result is NAD+ will it make sense simply to supplement with nicotinamide rather than nicotinic acid.?
0,2 years ago,,0,I don ‘t believe you
0,3 years ago,just_take_niacin|safety_side_fx,1,So where do we go from here?  Continue taking nmn or switch to niacin?
0,3 years ago,,1,I take NADH.... What are your thoughts??! Please
0,3 years ago,placebo|evidence_studies,1,What's purpose give placebo for mice?
0,3 years ago (edited),purity_counterfeit|just_take_niacin|dose|tmg_methyl|safety_side_fx|evidence_studies,1,"high dose niacin has two potential risks: (1) liver toxicity, (2) higher serum homocysteine, as well as methylation issues. some viewers discuss the liver issue, but not the homocysteine issue.  there's no evidence if taking TMG  with niacin could alleviate liver toxicity. and it is still unknown that is this higher homocysteine due to niacin intake a risk factor. Note that high homocysteine  is a great risk factor for CVD.  In contrast, oral NMN does not have the above two risks. many studies show oral NMN does not affect serum homocysteine nor any liver biomarkers. And the video is biased. Oral NMN does raise whole blood NAD+, but not muscle NAD+, since PH pathway does not appear in muscle. So it is highly possible that oral NMN generates NAD+ through the PH pathway, not Salvage pathway. The claim that oral NMN cannot reach blood is a fake issue, since it is transformed by gut microbiome into NAMN (not NA) and does raise NAD+. The issue mentioned in the video is that oral NMN cannot raise muscle NAD+, but niacin has the same property. A 2020 Cell Metabolism paper shows oral niacin raises whole blood NAD+, but not muscle NAD+ in healthy adults. same as oral NMN.  But exercise can easily raise muscle NAD+, so exercises solve muscle NAD+ issue. The question is can oral NMN, or niacin, or exercises, raise NAD+ in other tissues? or they target different tissues? it is still unknown, but promising in my view. to sum, oral nmn has same or even better benefits of niacin, but has no potential risks of niacin."
0,3 years ago,just_take_niacin|dose,1,Why in the world is the 500 mg dose of niacin so popular?
0,3 years ago,authority_trust,1,Are the companies Brad mentioned at the end of the video legit? I am looking to buy some NMN but so many scams online I am unsure about which brand to purchase. Would greatly appreciate some responses
0,2 years ago,authority_trust,0,I have to say I don't appreciate your bad morning Dr. Sinclair. It's a complete turn off for me. Very childish to use that behavior to get clicks.
0,3 years ago,,0,nutritional yeast > NMN
0,3 years ago,,0,So annoying; so many opinions.
0,3 years ago,just_take_niacin|timing_protocol,1,Is there a best time of the day to take nicotinic acid? With a meal or empty stomach?
0,3 years ago,safety_side_fx,0,No mention of sub-lingual delivery.
0,3 years ago,just_take_niacin|safety_side_fx,1,any suggestions on a vitamin b supplement that dosent cause flushing and rashes ?
0,3 years ago,,1,Can NMN be injected?
0,3 years ago,,0,You never cover the absorption when NMN is applied sub lingual.
0,3 years ago,form_absorption,1,Sublingual?
